file_name,answer
./dataset/liquidation_dos/V3Vault.sol,1
./dataset/liquidation_dos/CDSLib.sol,1
./dataset/liquidation_dos/LibShortRecord.sol,1
./dataset/liquidation_dos/CDPVault.sol,1
./dataset/liquidation_dos/VaultManagerV2.sol,1
./dataset/liquidation_dos/borrowLiquidation.sol,1
./dataset/liquidation_dos/CollateralAndLiquidity.sol,1
./dataset/liquidation_dos/DepositReceipt_USDC.sol,1
./dataset/liquidation_dos/2023-01-astaria-LienToken.sol,1
./dataset/liquidation_dos/2022-10-astaria-LienToken.sol,1
./dataset/liquidation_dos/Position.sol,1
./dataset/liquidation_dos/NFTPairWithOracle.sol,1
./dataset/liquidation_dos/DutchAuctionLiquidator.sol,1
./dataset/liquidation_dos/Market.sol,1
./dataset/liquidation_dos/WiseSecurityHelper.sol,1
./dataset/liquidation_dos/Comptroller.sol,1
./dataset/liquidation_dos/FraxlendPair.sol,1
./dataset/liquidation_dos/BaseVault.sol,1
./dataset/liquidation_dos/PosManager.sol,1
./dataset/liquidation_dos/NonfungiblePositionManager.sol,1
./dataset/liquidation_dos/Borrower.sol,1
